Superlattice								SYK2								Anderson				AA			
W=1.0				W=7.5				gamma=0.2				gamma=0.5				W=30				Alpha=1.5			
Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda
3.47481	3.11185	-4.92454	-2.43299	3.44915	1.06871	-4.925	-0.81247	0.99242	3.37832	-1.3177	-3.85629	0.8922	1.3844	-1.17861	-1.53916	9.67878	-0.98453	-12.28032	-1.77771	1.84322	2.25778	-1.98438	-2.46596
3.48895	3.21815	-4.92405	-2.39897	3.4559	0.92528	-4.92408	-0.81479	0.99827	3.41815	-1.31767	-3.84679	0.89385	1.22773	-1.17843	-1.54678	9.69829	1.26863	-12.28027	0.18753	1.84565	2.26165	-1.98434	-2.46592
3.50729	3.14925	-4.92181	-2.42686	3.46679	0.99303	-4.92297	-0.82344	1.00326	3.38901	-1.3174	-3.84156	0.89643	1.2762	-1.1783	-1.55482	9.79904	0.64135	-12.27922	0.36014	1.84806	2.26552	-1.98431	-2.46589
3.51116	3.1893	-4.92093	-2.41647	3.47937	1.09775	-4.92252	-0.80925	1.00623	3.51824	-1.31719	-3.85459	0.89918	1.22371	-1.17797	-1.59089	9.81594	1.79116	-12.27691	0.46635	1.85045	2.26928	-1.98427	-2.46585
3.5324	2.87432	-4.92	-2.414	3.49973	0.96751	-4.92095	-0.81664	1.01196	3.43934	-1.31706	-3.86309	0.90026	1.22443	-1.17778	-1.55128	9.84003	0.06032	-12.27638	2.00521	1.85282	2.27307	-1.98423	-2.46582
3.53614	3.15229	-4.91868	-2.40053	3.5144	1.12714	-4.91928	-0.80638	1.01297	3.57644	-1.31697	-3.84172	0.90499	1.43102	-1.17753	-1.53834	9.84397	1.00316	-12.27485	1.4834	1.85518	2.27682	-1.9842	-2.46578
3.53965	3.32041	-4.91743	-2.3893	3.52703	1.1078	-4.91884	-0.80491	1.01604	3.49229	-1.31675	-3.82995	0.91006	1.25876	-1.17745	-1.54537	9.84515	1.17959	-12.27473	-0.86751	1.85751	2.28054	-1.98416	-2.46575
3.54974	3.1943	-4.91651	-2.40627	3.5317	1.06465	-4.91793	-0.82457	1.02202	3.4236	-1.3163	-3.8434	0.91344	1.24703	-1.17732	-1.55096	9.85866	1.79749	-12.27438	-0.62284	1.85983	2.28424	-1.98413	-2.46571
3.56473	3.11087	-4.91595	-2.38979	3.55066	1.11544	-4.91614	-0.8143	1.02287	3.53046	-1.31621	-3.85392	0.91527	1.13938	-1.17705	-1.5832	9.86938	1.27894	-12.27234	-1.06055	1.86213	2.2879	-1.98409	-2.46568
3.57609	3.21468	-4.91538	-2.44005	3.55234	0.93	-4.91548	-0.81726	1.02933	3.44088	-1.31599	-3.85353	0.91966	1.2528	-1.17696	-1.52184	9.89164	0.53116	-12.2705	-1.5532	1.86441	2.29154	-1.98405	-2.46564
3.58057	3.05599	-4.91431	-2.39538	3.58055	0.99058	-4.91438	-0.80766	1.03165	3.4509	-1.31585	-3.83876	0.92026	1.27583	-1.17669	-1.56043	9.90054	0.50379	-12.26919	1.0296	1.86667	2.29515	-1.98402	-2.46561
3.60954	3.02991	-4.91261	-2.40231	3.59102	0.97256	-4.91386	-0.80941	1.03241	3.52179	-1.31547	-3.82734	0.92236	1.33199	-1.17661	-1.56824	9.91583	-0.67528	-12.2688	-1.13936	1.86892	2.29873	-1.98398	-2.46557
3.6174	3.25534	-4.91119	-2.41011	3.61462	1.05803	-4.91259	-0.80377	1.0381	3.63048	-1.31532	-3.84063	0.92385	1.32485	-1.17635	-1.54231	9.93259	-0.2877	-12.26793	1.83464	1.87114	2.30228	-1.98395	-2.46553
3.63353	3.39169	-4.91034	-2.39374	3.62949	1.1061	-4.91226	-0.80819	1.03938	3.49163	-1.31512	-3.82836	0.92514	1.26801	-1.17599	-1.54818	10.04211	0.51085	-12.26693	-1.42918	1.87335	2.3058	-1.98391	-2.4655
3.64583	3.44922	-4.90865	-2.40953	3.63877	1.00793	-4.90992	-0.82498	1.04275	3.48181	-1.31498	-3.84203	0.92747	1.23688	-1.17592	-1.54195	10.06627	0.68747	-12.26317	0.6272	1.87554	2.30928	-1.98387	-2.46546
3.65205	3.23346	-4.90724	-2.39393	3.64275	1.03314	-4.90928	-0.81446	1.04468	3.50867	-1.31465	-3.83499	0.93253	1.15759	-1.17579	-1.54461	10.07477	0.74457	-12.26254	-1.1422	1.87771	2.31263	-1.98384	-2.46542
3.67914	3.09721	-4.90708	-2.40267	3.65708	0.94734	-4.90883	-0.81576	1.04695	3.45727	-1.31448	-3.86416	0.93533	1.18587	-1.1756	-1.52419	10.0842	0.61481	-12.26207	1.35258	1.87986	2.31644	-1.9838	-2.46539
3.68276	3.18183	-4.90613	-2.39763	3.67202	1.08369	-4.90673	-0.80632	1.04943	3.48674	-1.3143	-3.86566	0.93669	1.22278	-1.17532	-1.52322	10.13735	-0.65184	-12.26116	1.72474	1.882	2.31978	-1.98376	-2.46535
3.69788	3.29113	-4.90549	-2.40957	3.69519	1.10207	-4.90588	-0.80955	1.05543	3.49787	-1.31413	-3.83352	0.94113	1.32299	-1.17517	-1.55505	10.14815	-0.75406	-12.25916	-0.11085	1.88411	2.32317	-1.98373	-2.46531
3.70427	3.12718	-4.90419	-2.3926	3.70893	1.12109	-4.90553	-0.80586	1.05741	3.57929	-1.31399	-3.83545	0.94347	1.35851	-1.17506	-1.53535	10.19658	1.12181	-12.25771	0.32356	1.88621	2.32655	-1.98369	-2.46528
3.7233	3.03819	-4.90346	-2.40302	3.70955	1.00739	-4.90419	-0.8245	1.06181	3.40199	-1.31379	-3.84587	0.94533	1.25032	-1.17494	-1.54205	10.26303	-0.39949	-12.25701	-1.26578	1.88828	2.32991	-1.98365	-2.46524
3.73157	3.10914	-4.90234	-2.39159	3.74469	0.94323	-4.90352	-0.80912	1.06283	3.68578	-1.31372	-3.84162	0.94984	1.23107	-1.17467	-1.55439	10.28355	0.39848	-12.25546	-2.71193	1.89034	2.33326	-1.98362	-2.4652
3.7397	3.25157	-4.9006	-2.36639	3.75271	1.01175	-4.90155	-0.80751	1.06335	3.56372	-1.31356	-3.82806	0.95402	1.28258	-1.17445	-1.60582	10.28502	0.18281	-12.25251	-1.62	1.89238	2.33659	-1.98358	-2.46517
3.77827	3.21866	-4.90031	-2.38677	3.7585	1.09925	-4.90115	-0.8095	1.06768	3.49488	-1.31338	-3.83741	0.95636	1.31419	-1.17411	-1.53684	10.28774	2.49385	-12.25248	0.37448	1.89441	2.33989	-1.98354	-2.46513
3.79556	3.24322	-4.89854	-2.38947	3.76203	1.02042	-4.9	-0.80479	1.07074	3.4654	-1.31322	-3.83977	0.95964	1.26883	-1.174	-1.55008	10.30021	0.43754	-12.25069	0.38628	1.89641	2.34318	-1.98351	-2.46509
3.80292	3.10945	-4.89812	-2.40297	3.78413	1.04018	-4.89874	-0.82654	1.07381	3.61108	-1.31302	-3.83543	0.96224	1.28751	-1.17391	-1.55873	10.32582	-0.4486	-12.24983	-1.38493	1.89839	2.34645	-1.98347	-2.46505
3.80483	3.35744	-4.89679	-2.40495	3.79524	0.96995	-4.8972	-0.8019	1.07737	3.45813	-1.31291	-3.85523	0.96799	1.37544	-1.17377	-1.52674	10.33491	0.42768	-12.24712	1.28234	1.90036	2.34971	-1.98343	-2.46501
3.83832	3.17929	-4.89526	-2.3892	3.7989	1.0216	-4.89668	-0.8157	1.08218	3.59161	-1.31263	-3.84111	0.97136	1.40639	-1.1737	-1.53578	10.34095	0.44174	-12.24679	3.03801	1.90231	2.35295	-1.9834	-2.46498
3.85023	3.22069	-4.89413	-2.35937	3.81547	1.00308	-4.895	-0.78861	1.08766	3.66076	-1.31253	-3.83066	0.97338	1.42631	-1.17328	-1.5724	10.35997	-1.69897	-12.24652	0.42992	1.90424	2.35617	-1.98336	-2.46494
3.85926	3.14173	-4.89341	-2.36421	3.84307	1.01336	-4.89355	-0.80063	1.08815	3.39034	-1.31195	-3.84721	0.97622	1.35595	-1.17319	-1.55308	10.39654	-0.06383	-12.24206	-1.08268	1.90615	2.35938	-1.98332	-2.4649
3.87422	3.27714	-4.89229	-2.3972	3.86129	1.01645	-4.8925	-0.81045	1.09424	3.55063	-1.31187	-3.80772	0.97841	1.27114	-1.17306	-1.51115	10.42998	-1.79168	-12.2417	-2.78321	1.90804	2.36257	-1.98329	-2.46486
3.88931	3.43896	-4.89191	-2.3641	3.87242	1.10443	-4.89124	-0.81307	1.0971	3.56366	-1.31162	-3.84999	0.98347	1.24218	-1.17289	-1.55416	10.43491	-0.87244	-12.24081	0.03804	1.90991	2.36577	-1.98325	-2.46482
3.89821	3.13892	-4.89154	-2.36434	3.87805	0.99133	-4.89107	-0.8091	1.09938	3.51578	-1.31137	-3.82081	0.98525	1.08222	-1.17271	-1.56585	10.45201	1.9845	-12.23302	-2.01964	1.91176	2.36895	-1.98321	-2.46479
3.91649	3.23237	-4.89022	-2.37797	3.89461	1.01183	-4.88988	-0.81007	1.10303	3.608	-1.31134	-3.84529	0.98769	1.34641	-1.17262	-1.54037	10.52519	1.71346	-12.23301	-2.8129	1.9136	2.3721	-1.98318	-2.46475
3.93297	3.29822	-4.88912	-2.39898	3.91339	1.05688	-4.8884	-0.8025	1.10672	3.51545	-1.31087	-3.84675	0.98876	1.36105	-1.17242	-1.52506	10.55388	-1.0841	-12.23232	0.07936	1.91541	2.37523	-1.98314	-2.46471
3.93461	3.56237	-4.8872	-2.3946	3.93187	1.10497	-4.88657	-0.80145	1.11195	3.58429	-1.31075	-3.84392	0.99535	1.26765	-1.17222	-1.54043	10.60989	1.32562	-12.22917	0.59352	1.91721	2.37828	-1.9831	-2.46467
3.94666	3.43498	-4.88685	-2.39371	3.94932	0.97713	-4.88615	-0.80494	1.11764	3.59754	-1.31061	-3.85301	0.99675	1.41448	-1.17203	-1.53535	10.62187	1.25876	-12.22651	1.48993	1.91899	2.38096	-1.98307	-2.46463
3.98246	3.32634	-4.88629	-2.41122	3.95448	1.04381	-4.88572	-0.80569	1.11888	3.65862	-1.31041	-3.85997	1.00225	1.42253	-1.17177	-1.54705	10.64054	-0.76727	-12.22599	1.24709	1.92074	2.38764	-1.98303	-2.46459
3.99453	3.28452	-4.88462	-2.38662	3.96816	1.03065	-4.88437	-0.80218	1.12498	3.57128	-1.31015	-3.84225	1.00502	1.44447	-1.17165	-1.55824	10.65665	1.49598	-12.22516	-0.42617	1.92248	2.38881	-1.98299	-2.46455
4.00392	3.34428	-4.88343	-2.38506	3.97998	1.02943	-4.88363	-0.79743	1.1282	3.68116	-1.31005	-3.82314	1.00777	1.51356	-1.17161	-1.52283	10.66628	-1.95265	-12.2244	0.2968	1.92421	2.3918	-1.98295	-2.46451
4.02245	3.26334	-4.88265	-2.37043	4.00813	0.96599	-4.88348	-0.79879	1.12874	3.69287	-1.30966	-3.84573	1.01056	1.38051	-1.17136	-1.55513	10.7047	1.07031	-12.22421	0.36339	1.92591	2.39496	-1.98292	-2.46447
4.04416	3.32075	-4.88143	-2.38066	4.02376	1.07271	-4.88193	-0.80012	1.13483	3.59445	-1.30928	-3.85617	1.01363	1.3806	-1.17116	-1.56378	10.76304	-1.43425	-12.22297	-0.09428	1.92759	2.39818	-1.98288	-2.46443
4.05338	3.25726	-4.88121	-2.38818	4.04292	1.01131	-4.88009	-0.80574	1.13716	3.70618	-1.30912	-3.85184	1.01829	1.39016	-1.17095	-1.52988	10.77415	1.90139	-12.22184	0.95377	1.92926	2.40143	-1.98284	-2.46439
4.06568	3.41146	-4.87947	-2.3862	4.06019	1.03872	-4.87954	-0.80667	1.1401	3.6797	-1.30891	-3.83834	1.01954	1.33524	-1.17077	-1.55789	10.77901	-0.93538	-12.2217	2.32964	1.9309	2.40463	-1.9828	-2.46435
4.10261	3.34734	-4.87907	-2.39753	4.08654	1.09223	-4.87849	-0.79449	1.14456	3.68058	-1.30882	-3.79255	1.02561	1.39391	-1.17064	-1.51829	10.80963	-0.14576	-12.22112	-0.92759	1.93253	2.39257	-1.98277	-2.46431
4.1221	3.35012	-4.87787	-2.37008	4.10371	1.11869	-4.8782	-0.79097	1.14633	3.63608	-1.3087	-3.83947	1.02612	1.46238	-1.17056	-1.5282	10.85442	-0.91946	-12.22057	-1.14235	1.93413	2.39452	-1.98273	-2.46427
4.13564	3.2649	-4.87623	-2.37704	4.12064	0.98218	-4.87786	-0.79502	1.15233	3.63906	-1.30835	-3.83056	1.02853	1.34503	-1.17029	-1.54053	10.86971	-0.27689	-12.21805	3.34096	1.93572	2.3968	-1.98269	-2.46423
4.16241	3.30581	-4.87544	-2.37995	4.13937	1.07379	-4.87577	-0.7851	1.15457	3.67189	-1.30821	-3.82519	1.03568	1.50886	-1.17	-1.5409	10.87365	-0.40071	-12.2174	0.017	1.93729	2.39913	-1.98265	-2.46419
4.17383	3.34066	-4.87387	-2.38148	4.15709	1.07664	-4.8752	-0.80066	1.15677	3.71984	-1.30799	-3.82415	1.0398	1.39308	-1.16985	-1.53996	10.94135	-0.11133	-12.21701	-0.77859	1.93884	2.40146	-1.98262	-2.46415
4.19383	3.43558	-4.87327	-2.39324	4.16907	1.16293	-4.87401	-0.80434	1.15961	3.66691	-1.30787	-3.81173	1.04064	1.35182	-1.16974	-1.53865	10.96912	-1.17623	-12.21666	-3.66569	1.94037	2.40377	-1.98258	-2.46411
4.20959	3.43762	-4.87238	-2.39607	4.20238	1.0558	-4.87301	-0.80907	1.16816	3.65252	-1.3075	-3.82356	1.04384	1.51085	-1.16962	-1.54155	11.0086	0.45945	-12.21479	-0.5027	1.94188	2.40605	-1.98254	-2.46406
4.23683	3.43695	-4.87169	-2.38753	4.22683	1.05993	-4.8724	-0.78891	1.17105	3.78253	-1.30739	-3.86306	1.04696	1.39482	-1.16939	-1.54074	11.06443	2.09237	-12.21203	-1.56608	1.94338	2.40832	-1.9825	-2.46402
4.26248	3.59653	-4.87016	-2.37529	4.24488	1.06199	-4.87063	-0.81143	1.17145	3.57067	-1.30726	-3.82179	1.04832	1.46059	-1.16922	-1.5288	11.1029	-0.07199	-12.21173	2.31929	1.94485	2.41056	-1.98247	-2.46398
4.27022	3.3822	-4.86928	-2.38454	4.28599	1.09505	-4.87021	-0.79654	1.17623	3.71277	-1.30708	-3.82206	1.05475	1.49379	-1.169	-1.52927	11.11826	-0.60382	-12.21129	-0.25959	1.9463	2.41278	-1.98243	-2.46394
4.27753	3.47687	-4.86848	-2.36184	4.2989	1.10618	-4.86889	-0.80133	1.18004	3.74699	-1.30672	-3.85176	1.05675	1.39954	-1.16881	-1.54125	11.12684	2.66407	-12.21016	0.19374	1.94774	2.41496	-1.98239	-2.4639
4.32234	3.43138	-4.86734	-2.37539	4.31059	1.09423	-4.86865	-0.81468	1.1842	3.79278	-1.30652	-3.79509	1.05931	1.29322	-1.16857	-1.54234	11.24353	-0.52925	-12.20996	-1.81567	1.94916	2.41712	-1.98235	-2.46386
4.33535	3.53878	-4.8663	-2.39736	4.32997	1.03924	-4.86594	-0.7859	1.18736	3.71474	-1.30626	-3.83397	1.06082	1.59529	-1.16841	-1.55656	11.24496	0.68073	-12.2096	-0.10656	1.95055	2.41925	-1.98231	-2.46382
4.34402	3.33727	-4.86405	-2.36485	4.3463	1.06691	-4.8657	-0.81372	1.18988	3.67409	-1.30605	-3.82235	1.06646	1.38993	-1.16823	-1.55759	11.28873	0.1259	-12.20564	0.10793	1.95193	2.42134	-1.98228	-2.46377
4.36358	3.50315	-4.86355	-2.38121	4.37624	1.02437	-4.865	-0.79471	1.19634	3.78454	-1.30591	-3.85341	1.07484	1.45062	-1.16808	-1.51256	11.31694	-0.04122	-12.20461	-0.54851	1.95329	2.42341	-1.98224	-2.46373
4.38725	3.54412	-4.86292	-2.37995	4.39823	1.07906	-4.86408	-0.78428	1.19672	3.64174	-1.30567	-3.81092	1.07658	1.3893	-1.16803	-1.53938	11.31952	-0.63798	-12.20433	-0.03406	1.95463	2.42544	-1.9822	-2.46369
4.41131	3.32665	-4.8623	-2.3557	4.4171	1.12092	-4.86182	-0.80291	1.20436	3.70811	-1.30541	-3.82737	1.0793	1.43985	-1.16789	-1.54257	11.35767	1.70802	-12.2024	-1.09373	1.95595	2.42745	-1.98216	-2.46365
4.42643	3.5449	-4.86092	-2.40287	4.42315	1.11481	-4.86166	-0.79626	1.20659	3.71245	-1.30532	-3.85334	1.08104	1.63169	-1.16771	-1.55176	11.36757	1.50884	-12.20119	-0.63258	1.95725	2.42943	-1.98212	-2.4636
4.44811	3.46993	-4.85957	-2.38032	4.43077	1.06626	-4.86018	-0.80478	1.20952	3.7692	-1.30519	-3.81175	1.08416	1.36499	-1.16768	-1.5299	11.39723	2.97993	-12.20044	-0.22557	1.95853	2.43137	-1.98209	-2.46356
4.45617	3.57605	-4.85897	-2.38887	4.44127	1.05473	-4.85843	-0.80049	1.21374	3.7464	-1.30509	-3.82534	1.08963	1.54449	-1.16737	-1.5689	11.46933	2.6235	-12.19978	-0.35046	1.95979	2.43329	-1.98205	-2.46352
4.47414	3.54875	-4.85759	-2.3736	4.4773	1.05076	-4.85783	-0.78979	1.21554	3.71947	-1.30479	-3.84554	1.09062	1.43819	-1.16733	-1.51532	11.49141	1.3065	-12.19895	0.78592	1.96103	2.43519	-1.98201	-2.46348
4.50721	3.54148	-4.85646	-2.36119	4.48828	1.06858	-4.8572	-0.79746	1.21892	3.70679	-1.30462	-3.8195	1.0953	1.50055	-1.16706	-1.5591	11.49817	0.11632	-12.19715	-0.87733	1.96226	2.43705	-1.98197	-2.46343
4.52424	3.6379	-4.85557	-2.37517	4.49875	1.11384	-4.85589	-0.79261	1.22575	3.71924	-1.30443	-3.82945	1.09871	1.47146	-1.16663	-1.53211	11.52132	1.38012	-12.19562	1.00475	1.96346	2.4389	-1.98193	-2.46339
4.53087	3.46406	-4.85506	-2.37297	4.53099	1.08207	-4.85461	-0.78247	1.22775	3.83203	-1.30421	-3.81804	1.10344	1.40324	-1.16649	-1.56703	11.55691	3.68073	-12.1948	1.42952	1.96465	2.44073	-1.98189	-2.46335
4.55757	3.52359	-4.85434	-2.36813	4.53402	1.1175	-4.85295	-0.79755	1.23427	3.82877	-1.3039	-3.8213	1.10669	1.52073	-1.16621	-1.5351	11.57002	1.35574	-12.19462	-0.81721	1.96581	2.44257	-1.98186	-2.4633
4.57449	3.41843	-4.85315	-2.38453	4.55494	0.99738	-4.85244	-0.8043	1.23893	3.76482	-1.30377	-3.8467	1.10954	1.5036	-1.16593	-1.55838	11.65773	1.15935	-12.19431	0.49131	1.96696	2.44448	-1.98182	-2.46326
4.57791	3.54507	-4.85228	-2.36262	4.58337	1.04818	-4.85193	-0.79882	1.24427	3.76572	-1.30357	-3.85185	1.11372	1.42315	-1.16583	-1.5446	11.70798	-0.32487	-12.19212	-1.12582	1.96808	2.44671	-1.98178	-2.46322
4.6194	3.59096	-4.85191	-2.39261	4.61659	1.09692	-4.85095	-0.78657	1.24787	3.77646	-1.30335	-3.83288	1.11686	1.55406	-1.16557	-1.53367	11.73839	-2.20897	-12.19201	0.6542	1.96919	2.45424	-1.98174	-2.46317
4.63814	3.65487	-4.84974	-2.35754	4.63467	1.02223	-4.85019	-0.7739	1.2532	3.76447	-1.30317	-3.83787	1.12086	1.43943	-1.16532	-1.53903	11.7423	0.01325	-12.19015	-1.70744	1.97028	2.44664	-1.9817	-2.46313
4.65444	3.49067	-4.84879	-2.38409	4.65805	1.12163	-4.84829	-0.80974	1.25437	3.82854	-1.30299	-3.84728	1.12489	1.51441	-1.16524	-1.53915	11.7866	0.58923	-12.18993	1.08248	1.97135	2.44929	-1.98166	-2.46309
4.66368	3.68807	-4.84738	-2.35808	4.67609	1.09563	-4.8473	-0.79713	1.26189	3.83301	-1.30287	-3.82681	1.12774	1.35058	-1.16515	-1.48778	11.84719	-0.18234	-12.18939	-1.04674	1.9724	2.4511	-1.98162	-2.46304
4.69383	3.66123	-4.84684	-2.36213	4.69834	1.06437	-4.84629	-0.78709	1.26429	3.72763	-1.3027	-3.83672	1.12983	1.45671	-1.1651	-1.52479	11.87488	2.07594	-12.18793	-0.60946	1.97342	2.45271	-1.98158	-2.463
4.70028	3.57981	-4.84458	-2.37217	4.71631	1.0916	-4.84582	-0.79679	1.2728	3.84278	-1.30258	-3.7957	1.1351	1.55311	-1.16483	-1.54698	11.96055	1.40619	-12.18654	1.23449	1.97444	2.45421	-1.98155	-2.46295
4.72241	3.61353	-4.84374	-2.3705	4.73688	1.16164	-4.84509	-0.80089	1.27801	3.7488	-1.30237	-3.84741	1.13915	1.56919	-1.16466	-1.50909	11.96707	0.00151	-12.1857	0.11716	1.97543	2.45565	-1.98151	-2.46291
4.73473	3.6832	-4.8421	-2.342	4.74507	1.06747	-4.84392	-0.78603	1.28009	3.82407	-1.30215	-3.83828	1.14332	1.64123	-1.1645	-1.51152	12.00737	-0.25672	-12.18403	-0.51996	1.9764	2.45702	-1.98147	-2.46286
4.76027	3.79584	-4.84134	-2.36526	4.7613	1.16096	-4.84325	-0.78696	1.28471	3.86385	-1.30202	-3.85429	1.14483	1.65297	-1.16439	-1.50892	12.01727	0.90536	-12.18397	2.41577	1.97735	2.45834	-1.98143	-2.46282
4.77266	3.54592	-4.84001	-2.3787	4.78564	1.11969	-4.84227	-0.80564	1.28888	3.83471	-1.30174	-3.83458	1.14827	1.46942	-1.1641	-1.52417	12.04301	-0.10978	-12.18358	-3.32941	1.97828	2.45961	-1.98139	-2.46277
4.80924	3.50063	-4.83919	-2.37722	4.788	1.12378	-4.84167	-0.79508	1.29336	3.81756	-1.30156	-3.83495	1.15367	1.68675	-1.16399	-1.54165	12.13794	-0.14282	-12.18296	-0.65291	1.97919	2.46083	-1.98135	-2.46273
4.81176	3.67683	-4.8374	-2.36259	4.81575	1.07355	-4.84021	-0.77815	1.29598	3.85522	-1.30122	-3.8244	1.15866	1.58305	-1.16394	-1.55864	12.17522	2.81453	-12.17982	0.30435	1.98009	2.462	-1.98131	-2.46268
4.82478	3.55654	-4.83632	-2.39119	4.83781	1.14789	-4.83847	-0.7925	1.2993	3.81813	-1.30111	-3.79863	1.16296	1.57728	-1.16363	-1.55916	12.19201	-0.80176	-12.17919	2.62383	1.98096	2.46312	-1.98127	-2.46264
4.86488	3.56953	-4.83557	-2.34486	4.83958	1.18498	-4.83766	-0.78709	1.30395	3.8027	-1.30096	-3.84721	1.16657	1.67529	-1.1635	-1.54371	12.20338	-2.21823	-12.17794	-0.11563	1.98182	2.46419	-1.98123	-2.46259
4.87023	3.84171	-4.83497	-2.34193	4.8721	1.09428	-4.83643	-0.78734	1.30606	3.89594	-1.30085	-3.81736	1.1706	1.51268	-1.1632	-1.53557	12.23794	0.18143	-12.17556	0.29208	1.98265	2.46521	-1.9812	-2.46255
4.91038	3.8455	-4.83458	-2.34974	4.89822	1.13564	-4.83594	-0.79335	1.30805	3.8466	-1.3006	-3.83642	1.17736	1.52531	-1.16312	-1.5064	12.2689	2.77644	-12.17395	-0.51315	1.98347	2.46617	-1.98116	-2.4625
4.92149	3.72152	-4.83291	-2.3652	4.927	1.1767	-4.83531	-0.78417	1.32068	3.84412	-1.30047	-3.81243	1.17929	1.55884	-1.16295	-1.52079	12.31611	-0.69028	-12.17176	0.43648	1.98426	2.46713	-1.98112	-2.46246
4.94082	3.69494	-4.8321	-2.36315	4.9507	1.14078	-4.83419	-0.7837	1.32165	3.73016	-1.30024	-3.85041	1.18239	1.58396	-1.16261	-1.52854	12.31776	0.17443	-12.16718	-1.90558	1.98504	2.46802	-1.98108	-2.46241
4.94945	3.87375	-4.83136	-2.35041	4.98806	1.14091	-4.83301	-0.80086	1.33014	3.85974	-1.30021	-3.82173	1.18585	1.82364	-1.1625	-1.49242	12.31985	-1.01318	-12.16621	-2.26901	1.98579	2.46888	-1.98104	-2.46237
4.98101	3.67005	-4.83049	-2.34779	4.99604	1.15048	-4.83204	-0.78061	1.33488	3.71054	-1.29978	-3.8286	1.18987	1.5808	-1.16229	-1.55673	12.34379	-0.04413	-12.16342	0.59719	1.98653	2.46971	-1.981	-2.46232
4.99648	3.69012	-4.82807	-2.37356	5.02435	1.16041	-4.83129	-0.79688	1.3374	3.75452	-1.29954	-3.83382	1.19405	1.78358	-1.16226	-1.5223	12.34433	-1.60886	-12.15853	2.15336	1.98725	2.47052	-1.98096	-2.46227
5.02449	3.6003	-4.82745	-2.35831	5.04704	1.19503	-4.83104	-0.78937	1.34302	3.86722	-1.29943	-3.84221	1.19999	1.57615	-1.16208	-1.56469	12.39759	-2.2262	-12.15797	-2.38554	1.98795	2.47134	-1.98092	-2.46223
5.05259	3.8942	-4.82588	-2.37163	5.05826	1.19106	-4.82908	-0.78342	1.34406	3.94886	-1.29916	-3.79955	1.20163	1.54497	-1.16197	-1.52754	12.40645	-1.8639	-12.15724	-2.62573	1.98862	2.47223	-1.98088	-2.46218
5.07717	3.7032	-4.8255	-2.35456	5.08891	1.18173	-4.82832	-0.8061	1.34658	3.86625	-1.29905	-3.8238	1.20541	1.59168	-1.16188	-1.51635	12.41124	-0.32023	-12.15669	-0.42096	1.98928	2.47321	-1.98084	-2.46213
5.11117	3.9306	-4.8245	-2.32564	5.11657	1.08472	-4.82624	-0.77666	1.35258	3.90573	-1.29878	-3.81614	1.20866	1.60328	-1.16155	-1.55358	12.42874	-0.37592	-12.15657	-1.86781	1.98992	2.47448	-1.9808	-2.46209
5.14938	3.84035	-4.8239	-2.35156	5.16798	1.18518	-4.82504	-0.78367	1.36052	3.90017	-1.29858	-3.83865	1.21185	1.72151	-1.1615	-1.54271	12.51396	3.20795	-12.15582	-0.73983	1.99054	2.4764	-1.98076	-2.46204
5.19078	3.94994	-4.82354	-2.34326	5.18266	1.18223	-4.82437	-0.78832	1.3678	3.87852	-1.29817	-3.82047	1.21615	1.56671	-1.16129	-1.57238	12.54125	-0.65371	-12.15457	-0.73366	1.99114	2.48011	-1.98072	-2.46199
5.24967	3.88446	-4.82267	-2.33163	5.22047	1.2252	-4.82305	-0.7892	1.37238	4.03343	-1.29799	-3.83625	1.21966	1.53674	-1.161	-1.55011	12.54275	-0.59885	-12.1515	-1.3473	1.99172	2.49148	-1.98068	-2.46195
5.25551	3.92342	-4.8209	-2.35111	5.24099	1.16942	-4.8214	-0.80162	1.37339	3.79784	-1.29777	-3.79371	1.22175	1.54896	-1.16083	-1.55903	12.55684	-0.82986	-12.14686	0.42116	1.99228	2.72181	-1.98064	-2.4619
5.28176	3.90942	-4.82018	-2.3406	5.31497	1.20808	-4.82059	-0.80278	1.38181	3.8481	-1.29768	-3.80544	1.23342	1.60506	-1.16074	-1.51404	12.6023	-1.71921	-12.14622	0.71709	1.99282	2.76896	-1.9806	-2.46185
5.31186	4.14008	-4.82001	-2.37103	5.35095	1.2519	-4.82009	-0.79749	1.38728	3.95508	-1.29747	-3.81869	1.23615	1.6026	-1.16061	-1.53786	12.63986	-2.006	-12.14531	0.52131	1.99335	2.77737	-1.98056	-2.46181
5.3376	4.02996	-4.81826	-2.34458	5.38299	1.25917	-4.81951	-0.79483	1.39173	3.98777	-1.29709	-3.799	1.24407	1.6587	-1.16031	-1.51805	12.66372	0.34832	-12.14229	0.00216	1.99385	2.78094	-1.98052	-2.46176
5.3489	3.95276	-4.81678	-2.35862	5.387	1.2056	-4.81896	-0.79093	1.39557	3.9522	-1.29698	-3.83638	1.24756	1.56128	-1.16024	-1.50748	12.79471	2.54922	-12.14222	-0.94333	1.99433	2.78302	-1.98048	-2.46171
